genus_species,AUTHOR,order,suborder,family,year,Rege.Date.Source,Intentional_Release,Host_Group,origin,origin2,PHAGY,Source,Synonym,TSN,Canada.or.US,Confirmed.Establishment,Comment,eradicated
Trichophya pilicornis,Gyllenhal,Coleoptera,"NA",Staphylinidae,1933,"Majka, Christopher G. and Jan Klimaszewski. 2008. Introduced Staphylinidae (Coleoptera) in the maritime provinces of Canada. Can. Entomol. 140: 48-72.; Hatch, M.H. 1953 The beetles of the Pacific Northwest. Part I: Introduction and Adephaga. University of Washington Press. Seattle, Washington, United States of America.","NA",Other,Palearctic(Europe),"NA",Parasite,NANIAD,"NA","NA","NA","NA","NA",NA
Trichopoda pilipes,(Fabricius),Diptera,"NA",Tachinidae,1983,"NA",I,"NA","NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trichopria stomoxydis,Huggert,Hymenoptera,"NA",Diapridae,1990,"NA","NA","NA",Afrotropic,"NA","NA",Morgan et al (1990) Life History of Trichopria stomoxydis (Hymenoptera: Proctotrupoidea: Diapriidae) a Gregarious Endoparasite of Stomoxys calcitrans from Zimbabwe Africa. Florida Entomologist 73: 496-502,"NA","NA","NA","NA","NA",NA
Trichopsocus acuminatus,"NA",Psocoptera,"NA",Trichopsocidae,"NA","NA","NA",Schinus terebinthifolius,Palearctic(Europe),"NA","NA",BugGuide,Trichopsocus clarus,"NA","NA","NA","NA",NA
Trichopsocus dalii,(MacLachlan),Psocoptera,"NA",Trichopsocidae,"NA","NA","NA","NA",Palearctic(Europe),"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Trichosiphonaphis polygoni,(vanderGoot),Hemiptera,"NA",Aphididae,1974,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Asia),"NA","NA",Frank and McCoy (1992) Introduction to the behavioral ecology of immigration. The immigration of insects to Florida with a tabulation of records published since 1970. The Florida Entomologist 75: 1-28,"NA","NA",US,Y,"NA",NA
Trichosirocalus horridus,(Panzer),Coleoptera,"NA",Curculionidae,1974,"NA",I,"NA",Palearctic(Europe),"NA",Herbivore,http://www.biocontrol.entomology.cornell.edu/weedfeed/Trichosirocalus.html,"NA","NA","NA","NA","NA",NA
Trichospilus diatraeae,Cherian and Margabandhu,Hymenoptera,"NA",Eulophidae,1983,"NA","NA","NA",Palearctic(Asia)  Indomalaya,"NA","NA",Frank and McCoy (1992) Introduction to the behavioral ecology of immigration. The immigration of insects to Florida with a tabulation of records published since 1970. The Florida Entomologist 75: 1-28,"NA","NA","NA","NA","NA",NA
Tricorynus herbarius,(Gorman),Coleoptera,"NA",Anobiidae,1963,"NA",N,industrial crops: ornamental plants and flowers: fruit trees,Neotropic,"NA",Xylophagous,"Rojas-Rousse, D., Grille G., and Basso, C. A natural refuge for an Anobiidae species (Tricornus sp.) in persistent pods of Acacia caven (Mol.) in Uruguay. Bol. San. Veg.Plagas 35:423-428, 2000.","NA","NA","NA","NA","NA",NA
Tricorynus tabaci,(Guerin-Meneville),Coleoptera,"NA",Anobiidae,1905,"NA",N,ornamental plants and flowers: fruit trees,Neotropic,"NA",Xylophagous,NANIAD,"NA","NA","NA","NA","NA",NA
Trigoneura insularis,(Cresson),Hymenoptera,"NA",Chalcididae,1967,"NA","NA","NA","NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trigoniophthalmus alternatus,"NA",Microcoryphia,"NA",Machilidae,1911,"NA","NA","NA",Palearctic(Europe),"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Trineura aterrima,Fabricius,Diptera,"NA",Phoridae,1859,"Ashmead, William H., Coquillett, D. W., Kincaid, Trevor, and Pergande, Theo. 1910. Harriman Alaska Expedition Series, Alaska Volume IX, Insects Part II; City of Washington; Published by The Smithsonian Institution.","NA","NA",Palearctic(Europe),"NA","NA","Ashmead, William H., Coquillett, D. W., Kincaid, Trevor, and Pergande, Theo. 1910. Harriman Alaska Expedition Series, Alaska Volume IX, Insects Part II; City of Washington; Published by The Smithsonian Institution.","NA","NA","NA","NA","NA",NA
Trioxys complanatus,Quilis,Hymenoptera,"NA",Braconidae,1955,"NA",I,parasite of boll weevil: Anthonomus grandis,Palearctic(Europe),"NA",Parasite,Clausen (1978) Introduced parasites and predators of arthropod pests and weeds: a world review. Agriculture Handbook United States Department of Agricultre (480). pg. 43,Trioxys utilis,"NA","NA","NA","NA",NA
Trioxys pallidus,(Haliday),Hymenoptera,"NA",Braconidae,1959,"NA",I,target host: Diatraea saccharalis: sugarcane borer; Diatraea grandiosella: southwestern corn borer,Palearctic(Asia) Palearctic(Europe),"NA",Parasite,Clausen (1978) Introduced parasites and predators of arthropod pests and weeds: a world review. Agriculture Handbook United States Department of Agricultre (480). pg. 37,"NA","NA","NA","NA","NA",NA
Trioxys tenuicaudus,Trioxystenuicaudus,Hymenoptera,"NA",Braconidae,1982,"NA","NA",Microtonus aethiopoides,"NA","NA","NA",Olkowski et la (1982) The parasitoid Trioxys tenuicaudus Stary (Hymenoptera: Aphidiidae) established on the elm aphid Tinocallis platani Kaltenbach (Homoptera: Aphididae) in Berkeley California. Pan Pacific Entomologist 58: 59-63,"NA","NA","NA","NA","NA",NA
Trioza alacris,Flor,Hemiptera,Sternorrhyncha,Psyllidae,1911,"NA","NA","NA",Palearctic(Europe),"NA","NA",Percy et al (2012) An annotated checklist of the psyllids of California (Hemiptera: Psylloidea). Zootaxa 3193: 1-27,"NA","NA","NA","NA","NA",NA
Trioza eugeniae,Frogg.,Hemiptera,Sternorrhyncha,Psyllidae,1988,"Dowell, Robert V. and Raymond Gill. 1989. Exotic invertebrates and their effects on California. Pan-Pacific Entomologist 65(2): 132-145.","NA","NA",Australasia,"NA","NA",Percy et al (2012) An annotated checklist of the psyllids of California (Hemiptera: Psylloidea). Zootaxa 3193: 1-27,"NA","NA","NA","NA","NA",NA
Trischidias exigua,Wood,Coleoptera,"NA",Curculionidae,1986,"Frank, J.H. and McCoy, E.D. 1992. The Behavioral Ecology of Immigration: The Immigration of Insects to Florida, with a Tabulation of Records Published since 1970. Florida Entomologist 75(1): 1-28. Klimaszewski, J. 1984. A revision of the genus Aleochara Gravenhorst of America north of Mexico (Coleoptera: Staphylinidae, Aleocharinae) Mem. Ent. Soc. Canada 129: [i-iv +] 1-129.","NA","NA",Neotropic,"NA","NA","Frank, J.H. and McCoy, E.D. 1992. The Behavioral Ecology of Immigration: The Immigration of Insects to Florida, with a Tabulation of Records Published since 1970. Florida Entomologist 75(1): 1-28. Klimaszewski, J. 1984. A revision of the genus Aleochara Gravenhorst of America north of Mexico (Coleoptera: Staphylinidae, Aleocharinae) Mem. Ent. Soc. Canada 129: [i-iv +] 1-129.","NA","NA","NA","NA","NA",NA
Trissolcus basalis,(Wollaston),Hymenoptera,"NA",Scelionidae,1962,"NA",I,"NA",Afrotropic,"NA",Egg parasite,"Clausen (1978) Introduced parasites and predators of arthropod pests and weeds: a world review. Agriculture Handbook United States Department of Agricultre (480). pg. 25
http://www.biocontrol.entomology.cornell.edu/parasitoids/trissolcus.html","NA","NA","NA","NA","NA",NA
Tritneptis klugii,(Ratzeburg),Hymenoptera,"NA",Pteromalidae,1939,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trogium pulsatorium,(Linnaeus),Psocoptera,"NA",Trogiidae,"NA","NA","NA",Acacia farnesiana: Prosopis pallida,"NA","NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Troglops cephalotes,Er.,Coleoptera,"NA",Malachiidae,1974,"Hoebeke, E. Richard, and A.G. Wheeler, Jr. 1983. Exotic insects reported new to northeastern United States and eastern Canada since 1970. Journal of the New York Entomological Society 91(3): 193-222.; Wittmer, W. 1975. First records of the genus Troglops Er. (Coleoptera: Malachiidae) in the United States. Coleopt. Bull. 29: 250.","NA",forest trees:,Palearctic(Europe),"NA","NA",Hoebeke and Wheeler (1983) Exotic insects reported new to northeastern United States and eastern Canada since 1970. New York Entomological Society 91 193-222,"NA","NA","NA","NA","NA",NA
Trogoderma angustum,(Solier),Coleoptera,"NA",Dermestidae,1925,"NA","NA",fruit trees: food crops and vegetables,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trogoderma glabrum,(Herbst),Coleoptera,"NA",Dermestidae,1932,"NA","NA",fruit trees: food crops and vegetables,Palearctic(Europe) Palearctic(Asia),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trogoderma granarium,Everts,Coleoptera,"NA",Dermestidae,1953,http://www.invasivespeciesinfo.gov/animals/khapra.shtml,Eradicated,feeds on apple and hawthorne,Palearctic(Asia),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",yes
Trogoderma teukton,Beal.,Coleoptera,"NA",Dermestidae,1934,"NA","NA",fruit trees: food crops and vegetables,Palearctic(Asia),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trogoderma variabile,Ballion,Coleoptera,"NA",Dermestidae,1916,"Majka, Christopher G.; 2007; The Derodontidae, Dermestidae, Bostrichidae, and Anobiidae of the Maritime Provinces of Canada (Coleoptera: Bostrichiformia), Magnolia Press, Zootaxa 1573: 1-38. pg. 34.","NA",fruit trees: food crops and vegetables,Palearctic(Asia),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Tropiphorus elevatus,(Herbst),Coleoptera,"NA",Curculionidae,1957,"NA","NA",forage crops and grasses,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Tropiphorus obtusus,Bonds.,Coleoptera,"NA",Curculionidae,1933,"NA","NA",A specialized predator of lace bugs,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Tropiphorus terricola,(Newman),Coleoptera,"NA",Curculionidae,1913,"NA","NA",food crops and vegetables: forage crops and grasses,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trox scaber,L.,Coleoptera,"NA",Scarabaeidae,1617,"King, Gary Andrew; Bain, Allison, and Dussault, FrÃƒÆ’Ã‚Â©dÃƒÆ’Ã‚Â©ric. 2013. Assessment of insect remains from a colonial well (JR2158; Structure 177) at James Fort, Jamestown, Virginia. IN: A.-M. Faucher, S. NoÃƒÆ’Ã‚Â«l (Eds.), Revue des Laboratoires d'Archeologie de l'UniversitÃƒÆ’Ã‚Â© Laval, vol. 1(2)Internet des Laboratoires d'archÃƒÆ’Ã‚Â©ologie de l'UniversitÃƒÆ’Ã‚Â© Laval, QuÃƒÆ’Ã‚Â©bec (2013), pp. 198ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“210.","NA","NA","NA","NA","NA","King, Gary Andrew; Bain, Allison, and Dussault, FrÃƒÆ’Ã‚Â©dÃƒÆ’Ã‚Â©ric. 2013. Assessment of insect remains from a colonial well (JR2158; Structure 177) at James Fort, Jamestown, Virginia. IN: A.-M. Faucher, S. NoÃƒÆ’Ã‚Â«l (Eds.), Revue des Laboratoires d'Archeologie de l'UniversitÃƒÆ’Ã‚Â© Laval, vol. 1(2)Internet des Laboratoires d'archÃƒÆ’Ã‚Â©ologie de l'UniversitÃƒÆ’Ã‚Â© Laval, QuÃƒÆ’Ã‚Â©bec (2013), pp. 198ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“210.","NA","NA","NA","NA","NA",NA
Trybliographa rapae,(Westwood),Hymenoptera,"NA",Eucoilidae,1954,"Wishart, George and Elizabeth Monteith. 1954. Trybliographa rapae (Westw.)(Hymenoptera: Cynipidae), a parasite of Hylemya spp. (Diptera: Anthomyiidae); The Canadian Entomologist 86(4): 145-154.",I,"NA",Palearctic(Europe),"NA","NA",Clausen (1978) Introduced parasites and predators of arthropod pests and weeds: a world review. Agriculture Handbook United States Department of Agricultre (480). pg. 316,"NA","NA","NA","NA","NA",NA
Trypodendron domesticum,"NA",Coleoptera,"NA",Curculionidae,1997,"NA","NA",ornamental plants and flowers: fruit trees,"NA","NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Trypoxylon figulus,(Linnaeus),Hymenoptera,"NA",Sphecidae,"NA","NA","NA",forest trees: food crops and vegetables,"NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Trypoxylon kolazyi,Kohl,Hymenoptera,"NA",Sphecidae,"NA","NA","NA",ornamental plants and flowers:,"NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Tuberculatus annulatus,Hartig,Hemiptera,"NA",Aphididae,1951,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA",US,Y,"NA",NA
Tuberculatus borealis,"NA",Hemiptera,"NA",Aphididae,1999,Skvarla 2017,"NA","NA",Palearctic(Europe),"NA","NA",Skvarla 2017,"NA","NA",Canada,Y,"NA",NA
Tuberculatus querceus,(Kaltenbach),Hemiptera,"NA",Aphididae,1999,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA","Langor DW DeHaas LJ Foottit RG (2009) Diversity of non-native terrestrial arthropods on woody plants in Canada. Ecological Impacts of Non-Native Invertebrates and Fungi on Terrestrial Ecosystems. Springer Netherlands, 2009. 5-19.","NA","NA",Canada,Y,"NA",NA
Tuberocephalus sakurae,"NA",Hemiptera,"NA",Aphididae,2013,Skvarla 2017,"NA","NA",Indomalaya,"NA","NA",Skvarla 2017,"NA","NA",US,Y,"NA",NA
Tuberolachnus salignus,(Gmelin),Hemiptera,"NA",Aphididae,1872,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Indomalaya,"NA","NA",BugGuide,"NA",200686,US,Y,"NA",NA
Tychius stephensi,Schoen.,Coleoptera,"NA",Curculionidae,1908,"NA","NA",On aspen & white (silver) poplar in ornamental & disturbed situations,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Tychus picirostris,(Fabricius),Coleoptera,"NA",Pselaphidae,1920,"NA","NA",forest trees: ornamental plants and flowers,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Typhaea stercorea,(Linnaeus),Coleoptera,"NA",Mycetophagidae,1617,"King, Gary Andrew; Bain, Allison, and Dussault, FrÃƒÆ’Ã‚Â©dÃƒÆ’Ã‚Â©ric. 2013. Assessment of insect remains from a colonial well (JR2158; Structure 177) at James Fort, Jamestown, Virginia. IN: A.-M. Faucher, S. NoÃƒÆ’Ã‚Â«l (Eds.), Revue des Laboratoires d'Archeologie de l'UniversitÃƒÆ’Ã‚Â© Laval, vol. 1(2)Internet des Laboratoires d'archÃƒÆ’Ã‚Â©ologie de l'UniversitÃƒÆ’Ã‚Â© Laval, QuÃƒÆ’Ã‚Â©bec (2013), pp. 198ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“210.","NA",food crops and vegetables: forage crops and grasses,Palearctic(Europe),"NA","NA",CPC,"NA","NA","NA","NA","NA",NA
Typhlocyba avellanae,Edw.,Hemiptera,Auchenorrhyncha,Cicadellidae,1950,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Typhlocyba barbata,Rbt.,Hemiptera,Auchenorrhyncha,Cicadellidae,1900,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,Typhlocyba prunicola,"NA","NA","NA","NA",NA
Typhlocyba candidula,Kirshbaum,Hemiptera,Auchenorrhyncha,Cicadellidae,1943,"NA","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Typhlocyba froggatti,Bak.,Hemiptera,Auchenorrhyncha,Cicadellidae,1926,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Typhlocyba frustrator,Edw.,Hemiptera,Auchenorrhyncha,Cicadellidae,1946,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Typhlocyba hippocastani,Edwards,Hemiptera,Auchenorrhyncha,Cicadellidae,1881,"NA","NA","NA",Palearctic(Europe),"NA","NA",Aukema,Typhlocyba lethierryi,"NA","NA","NA","NA",NA
Typhlocyba nigriloba,Edwards,Hemiptera,Auchenorrhyncha,Cicadellidae,1966,"NA","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Typhlocyba plebeja,Edwards,Hemiptera,Auchenorrhyncha,Cicadellidae,1900,"NA","NA",forest trees,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Typhlocyba quercus,(Fabricius),Hemiptera,Auchenorrhyncha,Cicadellidae,1946,"NA","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Typhlocyba rosae,Linnaeus,Hemiptera,Auchenorrhyncha,Cicadellidae,1890,"NA","NA",food crops and vegetables: forest trees,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Typhlocyba ulmifagi,"NA",Hemiptera,Auchenorrhyncha,Cicadellidae,1950,"NA","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Tyria jacobaea,(Linnaeus),Lepidoptera,"NA",Arctiidae,1959,"NA",I,prefers carnation & pinks,Palearctic(Europe),"NA",Defoliator,"Kimberly and Crider (2011) Predator Interference with the Cinnabar Moth (Tyria jacobaeae) for the Biological Control of Tansy Ragwort (Senecio jacobaea). Invasive Plant Science and Management: 4: 332-340
Ag Handbook 480 pg. 381","NA","NA","NA","NA","NA",NA
Tytthus parviceps,(Reuter),Hemiptera,Prosorrhyncha,Miridae,1914,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Unachionaspis tenuis,"NA",Hemiptera,Sternorrhyncha,Coccidae,1999,"Miller, Douglass R. et.al. 2005. Introduced scale insects (Hemiptera: Coccoidea) of the United States and their impact on U.S. agriculture. Proc. Entomol. Soc. Wash 107(1): 123-158.","NA","NA",Palearctic(Asia),"NA","NA",http://scalenet.info/catalogue/Unachionaspis%20tenuis/,"NA","NA","NA","NA","NA",NA
Unaspis citri,(Comstock),Hemiptera,Sternorrhyncha,Diaspididae,1880,"NA","NA","NA",Palearctic(Asia),"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Unaspis euonymi,(Comstock),Hemiptera,Sternorrhyncha,Diaspididae,1879,"NA","NA","NA",Palearctic(Europe) Afrotropic,"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Unerus colonus,(Uhler),Hemiptera,Auchenorrhyncha,Cicadellidae,1983,"NA","NA","NA",Neotropic,"NA","NA",Frank and McCoy (1992) Introduction to the behavioral ecology of immigration. The immigration of insects to Florida with a tabulation of records published since 1970. The Florida Entomologist 75: 1-28,"NA","NA","NA","NA","NA",NA
Urocerus sah,(Mocsary),Hymenoptera,"NA",Siricidae,1987,"NA","NA",target host: Aleurothrixus floccosus: woolly whitefly,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Uroleucon achilleae,Koch,Hemiptera,"NA",Aphididae,1966,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA","Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",US,Y,"NA",NA
Uroleucon cirsii,"NA",Hemiptera,"NA",Aphididae,1956,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA",BugGuide,"NA","NA",Canada,Y,"NA",NA
Uroleucon picridis,"NA",Hemiptera,"NA",Aphididae,2011,Skvarla 2017,"NA","NA",Palearctic (Europe Palearctic(Asia),"NA","NA",Skvarla 2017,"NA","NA",US,Y,"NA",NA
Uroleucon sonchi,(Linnaeus),Hemiptera,"NA",Aphididae,1892,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Asia) Palearctic(Europe),"NA","NA",BugGuide,"NA",200690,US,Y,"NA",NA
Uroleucon taraxaci,Kaltenbach,Hemiptera,"NA",Aphididae,1902,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA","Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",US,Y,"NA",NA
Urophora affinis,Frauenfeld,Diptera,"NA",Tephritidae,1971,"NA",I,food crops and vegetables: fruit trees,Palearctic(Europe),"NA","Herbivore, seed eater",http://www.biocontrol.entomology.cornell.edu/weedfeed/Urophora.html,"NA","NA","NA","NA","NA",NA
Urophora cardui,(Linnaeus),Diptera,"NA",Tephritidae,1975,"Laing, J.E. 1977. Establishment of Urophora cardui L. (Diptera: Tephritidae) on Canada thistle in southern Ontario. Proceedings of the Entomological Society of Ontario, 108: 2.",I,"NA",Palearctic(Europe),"NA",Produces galls on primary stems,"Bio. Contr. Weeds, 1998. pg. 27.","NA","NA","NA","NA","NA",NA
Urophora jaceana,(Hering),Diptera,"NA",Tephritidae,1999,"NA","NA","NA",Palearctic(Europe),"NA","NA",Khaghaninia et al (2012) SOME OF THE FRUIT FLIES FAUNA OF CHICHEKLI REGION WITH A NEW REPORT FOR IRAN (DIPTERA: TEPHRITIDAE) Mun. Ent. Zool. 7: 526-535,"NA","NA","NA","NA","NA",NA
Urophora quadrifasciata,Meigen,Diptera,"NA",Tephritidae,1988,"NA",I,food crops and vegetables: ornamental plants and flowers,Palearctic(Europe),"NA","NA",http://www.biocontrol.entomology.cornell.edu/weedfeed/UrophoraQuadrifasciata.html,"NA","NA","NA","NA","NA",NA
